Cl.Ord.ID,Instrument,Side,Quantity,Price
aa7771,Rose,1,90,836
aa7772,Rose,2,310,547
aa7773,Rose,2,700,1000
aa7774,Rose,1,200,651
aa7775,Rose,2,440,922
aa7776,Rose,1,680,455
aa7777,Rose,1,660,725
aa7778,Rose,1,720,209
aa7779,Rose,2,630,460
aa7780,Rose,2,530,853
aa7781,Rose,2,70,977
aa7782,Rose,2,440,898
aa7783,Rose,1,600,961
aa7784,Rose,1,690,258
aa7785,Rose,2,830,515
aa7786,Rose,2,360,379
aa7787,Rose,1,370,427
aa7788,Rose,2,800,210
aa7789,Rose,2,680,796
aa7790,Rose,1,890,964
aa7791,Rose,1,990,490
aa7792,Rose,2,130,956
aa7793,Rose,2,790,316
aa7794,Rose,2,650,565
aa7795,Rose,1,780,557
aa7796,Rose,2,890,365
aa7797,Rose,1,220,545
aa7798,Rose,1,860,357
aa7799,Rose,1,240,409
aa7800,Rose,2,400,820
aa7801,Rose,2,830,86
aa7802,Rose,2,780,213
aa7803,Rose,1,920,403
aa7804,Rose,2,850,616
aa7805,Rose,1,240,248
aa7806,Rose,2,680,375
aa7807,Rose,2,240,595
aa7808,Rose,1,520,116
aa7809,Rose,2,380,130
aa7810,Rose,1,490,811
aa7811,Rose,2,890,129
aa7812,Rose,1,400,945
aa7813,Rose,1,420,822
aa7814,Rose,1,440,681
aa7815,Rose,1,420,449
aa7816,Rose,2,720,521
aa7817,Rose,2,250,416
aa7818,Rose,2,530,629
aa7819,Rose,1,390,420
aa7820,Rose,1,320,948
aa7821,Rose,1,20,33
aa7822,Rose,2,470,271
aa7823,Rose,1,940,247
aa7824,Rose,1,520,418
aa7825,Rose,1,510,486
aa7826,Rose,1,90,684
aa7827,Rose,1,610,336
aa7828,Rose,2,840,700
aa7829,Rose,1,620,737
aa7830,Rose,2,180,815
aa7831,Rose,2,140,603
aa7832,Rose,1,280,985
aa7833,Rose,2,1000,849
aa7834,Rose,2,890,812
aa7835,Rose,1,110,246
aa7836,Rose,1,210,397
aa7837,Rose,1,120,116
aa7838,Rose,2,490,74
aa7839,Rose,2,550,218
aa7840,Rose,1,340,385
aa7841,Rose,2,730,425
aa7842,Rose,2,750,604
aa7843,Rose,2,710,974
aa7844,Rose,2,670,448
aa7845,Rose,1,350,51
aa7846,Rose,2,760,821
aa7847,Rose,2,270,206
aa7848,Rose,1,580,754
aa7849,Rose,2,100,525
aa7850,Rose,1,970,520
aa7851,Rose,2,160,129
aa7852,Rose,1,990,660
aa7853,Rose,2,260,907
aa7854,Rose,1,80,123
aa7855,Rose,1,650,279
aa7856,Rose,2,130,917
aa7857,Rose,1,350,835
aa7858,Rose,2,850,911
aa7859,Rose,1,520,78
aa7860,Rose,1,570,219
aa7861,Rose,2,880,567
aa7862,Rose,2,650,201
aa7863,Rose,1,940,815
aa7864,Rose,2,360,931
aa7865,Rose,1,670,41
aa7866,Rose,1,20,784
aa7867,Rose,2,520,995
aa7868,Rose,2,220,203
aa7869,Rose,2,870,248
aa7870,Rose,1,190,186
aa7871,Rose,1,490,692
aa7872,Rose,2,710,974
aa7873,Rose,1,710,52
aa7874,Rose,2,40,456
aa7875,Rose,1,590,849
aa7876,Rose,1,280,469
aa7877,Rose,1,820,725
aa7878,Rose,1,300,580
aa7879,Rose,1,960,284
aa7880,Rose,2,520,442
aa7881,Rose,1,910,842
aa7882,Rose,2,140,833
aa7883,Rose,1,20,357
aa7884,Rose,2,340,738
aa7885,Rose,1,60,158
aa7886,Rose,1,940,226
aa7887,Rose,2,150,405
aa7888,Rose,1,220,794
aa7889,Rose,1,210,706
aa7890,Rose,2,220,825
aa7891,Rose,2,620,938
aa7892,Rose,2,390,27
aa7893,Rose,1,790,776
aa7894,Rose,2,220,769
aa7895,Rose,2,240,210
aa7896,Rose,2,40,693
aa7897,Rose,1,120,622
aa7898,Rose,1,180,315
aa7899,Rose,2,900,686
aa7900,Rose,2,150,78
aa7901,Rose,2,980,970
aa7902,Rose,1,360,658
aa7903,Rose,1,230,114
aa7904,Rose,2,50,392
aa7905,Rose,2,420,310
aa7906,Rose,1,510,328
aa7907,Rose,1,710,2
aa7908,Rose,1,450,174
aa7909,Rose,2,460,87
aa7910,Rose,2,660,626
aa7911,Rose,1,950,928
aa7912,Rose,2,630,269
aa7913,Rose,2,130,459
aa7914,Rose,2,540,682
aa7915,Rose,2,700,335
aa7916,Rose,2,310,236
aa7917,Rose,1,150,342
aa7918,Rose,1,770,628
aa7919,Rose,1,490,419
aa7920,Rose,1,580,95
aa7921,Rose,2,370,784
aa7922,Rose,1,400,412
aa7923,Rose,2,770,748
aa7924,Rose,1,220,534
aa7925,Rose,1,980,350
aa7926,Rose,1,620,357
aa7927,Rose,2,830,211
aa7928,Rose,2,250,663
aa7929,Rose,2,180,469
aa7930,Rose,1,780,805
aa7931,Rose,1,110,968
aa7932,Rose,2,890,704
aa7933,Rose,2,680,953
aa7934,Rose,1,210,857
aa7935,Rose,1,870,476
aa7936,Rose,1,320,116
aa7937,Rose,2,940,607
aa7938,Rose,2,310,269
aa7939,Rose,2,520,876
aa7940,Rose,2,650,921
aa7941,Rose,2,490,763
aa7942,Rose,1,730,397
aa7943,Rose,1,860,512
aa7944,Rose,2,560,51
aa7945,Rose,2,190,205
aa7946,Rose,2,340,781
aa7947,Rose,1,580,608
aa7948,Rose,1,660,996
aa7949,Rose,2,170,324
aa7950,Rose,2,960,487
aa7951,Rose,1,100,52
aa7952,Rose,1,290,567
aa7953,Rose,1,720,634
aa7954,Rose,2,990,55
aa7955,Rose,1,300,274
aa7956,Rose,1,740,291
aa7957,Rose,2,940,955
aa7958,Rose,2,840,696
aa7959,Rose,1,190,724
aa7960,Rose,2,400,648
aa7961,Rose,1,540,698
aa7962,Rose,2,790,176
aa7963,Rose,2,40,169
aa7964,Rose,2,560,802
aa7965,Rose,1,440,824
aa7966,Rose,2,450,363
aa7967,Rose,1,230,682
aa7968,Rose,1,130,783
aa7969,Rose,1,30,750
aa7970,Rose,1,1000,98
aa7971,Rose,2,660,347
aa7972,Rose,2,800,544
aa7973,Rose,1,60,573
aa7974,Rose,1,190,934
aa7975,Rose,2,730,971
aa7976,Rose,2,840,705
aa7977,Rose,2,840,777
aa7978,Rose,2,60,133
aa7979,Rose,2,910,893
aa7980,Rose,2,220,619
aa7981,Rose,1,190,583
aa7982,Rose,1,690,87
aa7983,Rose,1,50,803
aa7984,Rose,2,190,654
aa7985,Rose,2,870,15
aa7986,Rose,1,90,149
aa7987,Rose,2,840,33
aa7988,Rose,2,310,42
aa7989,Rose,1,930,1000
aa7990,Rose,1,330,554
aa7991,Rose,1,160,380
aa7992,Rose,1,900,306
aa7993,Rose,2,360,81
aa7994,Rose,2,960,109
aa7995,Rose,2,200,404
aa7996,Rose,2,900,979
aa7997,Rose,1,730,461
aa7998,Rose,1,260,503
aa7999,Rose,2,560,232
aa8000,Rose,2,400,117
aa8001,Rose,2,680,118
aa8002,Rose,1,630,262
aa8003,Rose,2,840,3
aa8004,Rose,2,260,701
aa8005,Rose,2,10,42
aa8006,Rose,1,840,930
aa8007,Rose,2,310,629
aa8008,Rose,1,500,512
aa8009,Rose,1,340,910
aa8010,Rose,1,670,485
aa8011,Rose,1,740,833
aa8012,Rose,1,230,846
aa8013,Rose,1,670,774
aa8014,Rose,1,750,215
aa8015,Rose,2,390,669
aa8016,Rose,1,360,495
aa8017,Rose,1,400,234
aa8018,Rose,2,170,114
aa8019,Rose,1,870,401
aa8020,Rose,1,210,670
aa8021,Rose,2,370,554
aa8022,Rose,2,770,461
aa8023,Rose,2,670,77
aa8024,Rose,2,1000,960
aa8025,Rose,1,830,380
aa8026,Rose,2,850,87
aa8027,Rose,2,30,759
aa8028,Rose,2,740,805
aa8029,Rose,2,170,269
aa8030,Rose,1,230,241
aa8031,Rose,2,760,775
aa8032,Rose,2,70,762
aa8033,Rose,1,920,807
aa8034,Rose,1,320,329
aa8035,Rose,2,390,550
aa8036,Rose,1,480,812
aa8037,Rose,2,100,121
aa8038,Rose,1,970,885
aa8039,Rose,1,80,632
aa8040,Rose,1,720,650
aa8041,Rose,1,220,854
aa8042,Rose,1,480,309
aa8043,Rose,1,740,827
aa8044,Rose,1,120,531
aa8045,Rose,2,690,560
aa8046,Rose,2,100,374
aa8047,Rose,2,970,909
aa8048,Rose,1,270,244
aa8049,Rose,1,990,250
aa8050,Rose,1,460,578
aa8051,Rose,1,320,893
aa8052,Rose,1,830,301
aa8053,Rose,1,330,395
aa8054,Rose,2,440,601
aa8055,Rose,1,350,437
aa8056,Rose,1,170,275
aa8057,Rose,2,430,777
aa8058,Rose,2,760,238
aa8059,Rose,2,440,950
aa8060,Rose,1,300,865
aa8061,Rose,1,800,890
aa8062,Rose,1,490,986
aa8063,Rose,1,100,576
aa8064,Rose,2,730,889
aa8065,Rose,2,150,739
aa8066,Rose,2,560,448
aa8067,Rose,1,400,990
aa8068,Rose,2,920,421
aa8069,Rose,2,690,738
aa8070,Rose,1,420,716
aa8071,Rose,2,630,925
aa8072,Rose,1,200,20
aa8073,Rose,1,60,301
aa8074,Rose,1,990,801
aa8075,Rose,1,870,604
aa8076,Rose,1,160,206
aa8077,Rose,2,350,605
aa8078,Rose,1,770,124
aa8079,Rose,1,870,255
aa8080,Rose,2,360,381
aa8081,Rose,2,660,915
aa8082,Rose,2,750,515
aa8083,Rose,1,880,93
aa8084,Rose,2,310,243
aa8085,Rose,2,990,628
aa8086,Rose,1,730,820
aa8087,Rose,2,620,85
aa8088,Rose,2,900,102
aa8089,Rose,1,550,276
aa8090,Rose,1,620,579
aa8091,Rose,1,100,585
aa8092,Rose,1,760,211
aa8093,Rose,2,80,288
aa8094,Rose,2,460,526
aa8095,Rose,1,460,583
aa8096,Rose,2,950,31
aa8097,Rose,1,250,795
aa8098,Rose,2,730,328
aa8099,Rose,1,1000,912
aa8100,Rose,2,70,559
aa8101,Rose,1,780,870
aa8102,Rose,1,70,165
aa8103,Rose,2,770,776
aa8104,Rose,1,390,567
aa8105,Rose,1,310,332
aa8106,Rose,2,770,861
aa8107,Rose,2,990,410
aa8108,Rose,1,650,291
aa8109,Rose,2,1000,949
aa8110,Rose,2,840,231
aa8111,Rose,1,80,914
aa8112,Rose,1,110,672
aa8113,Rose,1,500,272
aa8114,Rose,2,450,914
aa8115,Rose,1,200,278
aa8116,Rose,1,430,420
aa8117,Rose,2,350,822
aa8118,Rose,1,870,13
aa8119,Rose,1,770,830
aa8120,Rose,1,960,993
aa8121,Rose,1,50,429
aa8122,Rose,2,690,199
aa8123,Rose,1,790,430
aa8124,Rose,2,870,558
aa8125,Rose,1,20,8
aa8126,Rose,1,930,150
aa8127,Rose,1,760,664
aa8128,Rose,1,10,799
aa8129,Rose,1,500,680
aa8130,Rose,1,60,937
aa8131,Rose,2,360,980
aa8132,Rose,1,970,309
aa8133,Rose,2,850,721
aa8134,Rose,2,680,184
aa8135,Rose,2,670,686
aa8136,Rose,2,420,875
aa8137,Rose,1,930,612
aa8138,Rose,1,190,226
aa8139,Rose,2,290,557
aa8140,Rose,2,830,211
aa8141,Rose,1,370,263
aa8142,Rose,2,490,519
aa8143,Rose,1,330,670
aa8144,Rose,2,200,363
aa8145,Rose,2,200,736
aa8146,Rose,2,160,188
aa8147,Rose,2,340,778
aa8148,Rose,1,570,692
aa8149,Rose,2,630,284
aa8150,Rose,2,750,77
aa8151,Rose,2,410,538
aa8152,Rose,2,360,744
aa8153,Rose,1,390,26
aa8154,Rose,2,670,997
aa8155,Rose,2,510,97
aa8156,Rose,2,760,318
aa8157,Rose,1,590,510
aa8158,Rose,1,880,356
aa8159,Rose,2,420,685
aa8160,Rose,2,720,892
aa8161,Rose,2,400,294
aa8162,Rose,1,850,822
aa8163,Rose,2,790,773
aa8164,Rose,2,940,731
aa8165,Rose,1,500,177
aa8166,Rose,1,880,681
aa8167,Rose,2,850,137
aa8168,Rose,1,950,496
aa8169,Rose,1,520,515
aa8170,Rose,1,510,637
aa8171,Rose,1,310,363
aa8172,Rose,1,320,309
aa8173,Rose,2,150,652
aa8174,Rose,2,690,850
aa8175,Rose,1,400,38
aa8176,Rose,1,360,397
aa8177,Rose,2,610,920
aa8178,Rose,2,280,56
aa8179,Rose,1,170,397
aa8180,Rose,2,430,825
aa8181,Rose,1,660,487
aa8182,Rose,1,460,930
aa8183,Rose,2,430,788
aa8184,Rose,2,410,961
aa8185,Rose,1,320,181
aa8186,Rose,2,820,403
aa8187,Rose,2,610,951
aa8188,Rose,1,270,181
aa8189,Rose,1,190,874
aa8190,Rose,2,870,916
aa8191,Rose,2,440,892
aa8192,Rose,2,420,694
aa8193,Rose,1,240,791
aa8194,Rose,2,390,33
aa8195,Rose,1,550,882
aa8196,Rose,2,900,712
aa8197,Rose,2,50,921
aa8198,Rose,1,540,317
aa8199,Rose,1,390,890
aa8200,Rose,1,840,509
aa8201,Rose,2,510,77
aa8202,Rose,2,340,707
aa8203,Rose,1,990,475
aa8204,Rose,1,630,650
aa8205,Rose,1,520,340
aa8206,Rose,2,330,590
aa8207,Rose,2,890,758
aa8208,Rose,1,680,784
aa8209,Rose,2,830,953
aa8210,Rose,1,780,178
aa8211,Rose,2,290,262
aa8212,Rose,1,50,5
aa8213,Rose,1,770,283
aa8214,Rose,1,680,710
aa8215,Rose,1,770,114
aa8216,Rose,2,410,848
aa8217,Rose,2,830,415
aa8218,Rose,1,650,183
aa8219,Rose,1,830,829
aa8220,Rose,2,830,933
aa8221,Rose,1,910,737
aa8222,Rose,1,950,288
aa8223,Rose,2,370,475
aa8224,Rose,2,600,239
aa8225,Rose,2,890,23
aa8226,Rose,1,240,464
aa8227,Rose,1,460,156
aa8228,Rose,2,10,717
aa8229,Rose,1,370,829
aa8230,Rose,1,250,226
aa8231,Rose,1,620,110
aa8232,Rose,1,290,33
aa8233,Rose,1,620,756
aa8234,Rose,1,820,45
aa8235,Rose,2,490,86
aa8236,Rose,1,590,619
aa8237,Rose,2,120,594
aa8238,Rose,2,250,825
aa8239,Rose,1,470,742
aa8240,Rose,2,370,833
aa8241,Rose,2,870,836
aa8242,Rose,2,180,178
aa8243,Rose,1,540,202
aa8244,Rose,1,950,693
aa8245,Rose,1,810,716
aa8246,Rose,2,460,672
aa8247,Rose,1,120,854
aa8248,Rose,1,940,5
aa8249,Rose,1,440,429
aa8250,Rose,2,80,906
aa8251,Rose,2,10,187
aa8252,Rose,2,970,451
aa8253,Rose,1,660,668
aa8254,Rose,1,540,538
aa8255,Rose,1,270,178
aa8256,Rose,1,380,521
aa8257,Rose,2,610,280
aa8258,Rose,1,430,812
aa8259,Rose,1,960,499
aa8260,Rose,2,1000,412
aa8261,Rose,2,360,490
aa8262,Rose,2,250,192
aa8263,Rose,1,820,342
aa8264,Rose,1,630,472
aa8265,Rose,2,490,772
aa8266,Rose,1,440,985
aa8267,Rose,2,490,734
aa8268,Rose,1,500,257
aa8269,Rose,2,800,67
aa8270,Rose,2,910,797
aa8271,Rose,1,190,518
aa8272,Rose,2,80,364
aa8273,Rose,1,870,170
aa8274,Rose,2,190,387
aa8275,Rose,2,780,996
aa8276,Rose,1,100,161
aa8277,Rose,2,330,756
aa8278,Rose,1,560,370
aa8279,Rose,1,330,195
aa8280,Rose,1,450,43
aa8281,Rose,2,130,725
aa8282,Rose,2,10,357
aa8283,Rose,2,670,164
aa8284,Rose,2,780,795
aa8285,Rose,1,240,847
aa8286,Rose,1,740,535
aa8287,Rose,1,140,461
aa8288,Rose,1,70,231
aa8289,Rose,2,950,539
aa8290,Rose,1,800,463
aa8291,Rose,1,140,932
aa8292,Rose,2,180,720
aa8293,Rose,2,400,686
aa8294,Rose,2,760,618
aa8295,Rose,1,190,338
aa8296,Rose,2,130,951
aa8297,Rose,1,120,83
aa8298,Rose,1,270,656
aa8299,Rose,1,500,438
aa8300,Rose,2,270,909
aa8301,Rose,2,650,46
aa8302,Rose,2,410,614
aa8303,Rose,1,130,931
aa8304,Rose,1,660,678
aa8305,Rose,2,510,469
aa8306,Rose,1,560,727
aa8307,Rose,1,750,373
aa8308,Rose,2,660,541
aa8309,Rose,2,810,187
aa8310,Rose,2,300,752
aa8311,Rose,1,440,80
aa8312,Rose,2,430,230
aa8313,Rose,2,420,156
aa8314,Rose,2,470,136
aa8315,Rose,2,120,796
aa8316,Rose,2,520,304
aa8317,Rose,2,310,748
aa8318,Rose,1,50,346
aa8319,Rose,1,110,805
aa8320,Rose,2,150,467
aa8321,Rose,2,930,5
aa8322,Rose,1,420,618
aa8323,Rose,2,910,254
aa8324,Rose,1,220,489
aa8325,Rose,1,740,185
aa8326,Rose,2,670,922
aa8327,Rose,2,490,58
aa8328,Rose,1,870,489
aa8329,Rose,1,320,823
aa8330,Rose,2,410,657
aa8331,Rose,1,740,764
aa8332,Rose,1,980,741
aa8333,Rose,2,330,672
aa8334,Rose,1,520,425
aa8335,Rose,1,90,813
aa8336,Rose,1,60,104
aa8337,Rose,2,610,19
aa8338,Rose,2,980,600
aa8339,Rose,2,610,61
aa8340,Rose,2,280,423
aa8341,Rose,1,80,486
aa8342,Rose,1,810,253
aa8343,Rose,2,590,695
aa8344,Rose,2,590,963
aa8345,Rose,1,510,917
aa8346,Rose,2,600,783
aa8347,Rose,2,430,154
aa8348,Rose,2,880,212
aa8349,Rose,1,290,306
aa8350,Rose,1,550,408
aa8351,Rose,1,640,614
aa8352,Rose,2,470,335
aa8353,Rose,2,890,342
aa8354,Rose,1,860,314
aa8355,Rose,2,370,152
aa8356,Rose,1,990,307
aa8357,Rose,2,780,910
aa8358,Rose,1,370,760
aa8359,Rose,2,930,646
aa8360,Rose,2,720,656
aa8361,Rose,2,480,645
aa8362,Rose,2,50,131
aa8363,Rose,1,780,554
aa8364,Rose,2,830,776
aa8365,Rose,1,390,957
aa8366,Rose,1,130,660
aa8367,Rose,2,750,868
aa8368,Rose,2,800,559
aa8369,Rose,1,800,954
aa8370,Rose,2,350,696
aa8371,Rose,1,210,22
aa8372,Rose,1,880,896
aa8373,Rose,1,130,405
aa8374,Rose,2,220,549
aa8375,Rose,2,200,519
aa8376,Rose,1,600,262
aa8377,Rose,2,130,943
aa8378,Rose,1,970,751
aa8379,Rose,2,620,409
aa8380,Rose,2,430,75
aa8381,Rose,2,870,600
aa8382,Rose,2,460,639
aa8383,Rose,2,830,141
aa8384,Rose,2,820,470
aa8385,Rose,2,170,504
aa8386,Rose,2,430,285
aa8387,Rose,2,350,457
aa8388,Rose,1,260,30
aa8389,Rose,1,480,316
aa8390,Rose,2,150,643
aa8391,Rose,2,230,221
aa8392,Rose,1,110,690
aa8393,Rose,1,130,989
aa8394,Rose,2,40,736
aa8395,Rose,2,270,209
aa8396,Rose,2,800,754
aa8397,Rose,1,10,345
aa8398,Rose,2,550,994
aa8399,Rose,1,990,952
aa8400,Rose,2,440,256
aa8401,Rose,1,860,843
aa8402,Rose,1,880,159
aa8403,Rose,1,540,165
aa8404,Rose,1,70,430
aa8405,Rose,2,80,235
aa8406,Rose,1,520,940
aa8407,Rose,1,20,201
aa8408,Rose,2,590,93
aa8409,Rose,2,990,524
aa8410,Rose,2,170,622
aa8411,Rose,2,770,698
aa8412,Rose,1,100,585
aa8413,Rose,1,840,428
aa8414,Rose,2,140,946
aa8415,Rose,2,690,3
aa8416,Rose,1,130,875
aa8417,Rose,1,260,321
aa8418,Rose,1,950,748
aa8419,Rose,1,540,455
aa8420,Rose,2,210,42
aa8421,Rose,1,430,542
aa8422,Rose,1,170,957
aa8423,Rose,2,70,795
aa8424,Rose,2,10,825
aa8425,Rose,1,880,476
aa8426,Rose,1,780,690
aa8427,Rose,1,300,755
aa8428,Rose,1,470,285
aa8429,Rose,2,380,806
aa8430,Rose,2,650,979
aa8431,Rose,2,700,157
aa8432,Rose,1,120,415
aa8433,Rose,2,220,294
aa8434,Rose,2,910,834
aa8435,Rose,2,510,864
aa8436,Rose,1,460,116
aa8437,Rose,2,30,115
aa8438,Rose,1,790,531
aa8439,Rose,1,870,734
aa8440,Rose,2,610,879
aa8441,Rose,1,890,787
aa8442,Rose,1,430,349
aa8443,Rose,2,870,586
aa8444,Rose,2,280,308
aa8445,Rose,2,780,867
aa8446,Rose,1,240,496
aa8447,Rose,1,90,691
aa8448,Rose,2,80,572
aa8449,Rose,1,370,146
aa8450,Rose,2,690,973
aa8451,Rose,2,160,648
aa8452,Rose,2,710,428
aa8453,Rose,1,180,206
aa8454,Rose,1,980,305
aa8455,Rose,2,960,47
aa8456,Rose,2,440,18
aa8457,Rose,2,320,946
aa8458,Rose,2,670,262
aa8459,Rose,2,10,701
aa8460,Rose,1,870,739
aa8461,Rose,2,410,289
aa8462,Rose,1,530,503
aa8463,Rose,1,170,619
aa8464,Rose,1,970,548
aa8465,Rose,1,770,887
aa8466,Rose,2,60,909
aa8467,Rose,2,20,727
aa8468,Rose,2,970,773
aa8469,Rose,2,750,543
aa8470,Rose,1,970,224
aa8471,Rose,1,880,120
aa8472,Rose,1,190,6
aa8473,Rose,2,680,677
aa8474,Rose,2,490,990
aa8475,Rose,1,260,608
aa8476,Rose,1,410,555
aa8477,Rose,1,140,803
aa8478,Rose,1,790,166
aa8479,Rose,2,240,561
aa8480,Rose,1,740,55
aa8481,Rose,1,160,696
aa8482,Rose,1,420,279
aa8483,Rose,2,230,888
aa8484,Rose,2,870,329
aa8485,Rose,2,200,578
aa8486,Rose,1,340,696
aa8487,Rose,2,740,520
aa8488,Rose,1,310,216
aa8489,Rose,2,540,793
aa8490,Rose,2,570,665
aa8491,Rose,2,350,792
aa8492,Rose,2,110,574
aa8493,Rose,1,380,345
aa8494,Rose,1,910,712
aa8495,Rose,2,940,824
aa8496,Rose,2,670,770
aa8497,Rose,1,160,549
aa8498,Rose,1,240,256
aa8499,Rose,2,240,948
aa8500,Rose,1,110,352
aa8501,Rose,1,70,410
aa8502,Rose,1,320,908
aa8503,Rose,1,70,234
aa8504,Rose,1,440,791
aa8505,Rose,1,480,723
aa8506,Rose,2,30,308
aa8507,Rose,1,910,983
aa8508,Rose,2,110,676
aa8509,Rose,2,550,365
aa8510,Rose,2,890,179
aa8511,Rose,2,670,239
aa8512,Rose,1,850,849
aa8513,Rose,1,150,666
aa8514,Rose,2,290,249
aa8515,Rose,2,100,11
aa8516,Rose,2,910,22
aa8517,Rose,2,860,977
aa8518,Rose,1,40,207
aa8519,Rose,2,350,969
aa8520,Rose,2,110,167
aa8521,Rose,1,460,142
aa8522,Rose,1,200,947
aa8523,Rose,2,510,650
aa8524,Rose,2,510,2
aa8525,Rose,1,140,469
aa8526,Rose,2,10,589
aa8527,Rose,2,10,626
aa8528,Rose,1,940,863
aa8529,Rose,2,780,852
aa8530,Rose,1,50,133
aa8531,Rose,2,60,90
aa8532,Rose,1,540,350
aa8533,Rose,2,410,235
aa8534,Rose,1,430,287
aa8535,Rose,2,160,308
aa8536,Rose,1,20,765
aa8537,Rose,1,60,48
aa8538,Rose,2,60,728
aa8539,Rose,2,880,707
aa8540,Rose,1,80,498
aa8541,Rose,2,300,603
aa8542,Rose,1,270,657
aa8543,Rose,1,810,821
aa8544,Rose,1,690,544
aa8545,Rose,1,430,64
aa8546,Rose,1,190,843
aa8547,Rose,1,50,118
aa8548,Rose,2,830,480
aa8549,Rose,1,340,949
aa8550,Rose,2,620,710
aa8551,Rose,1,390,912
aa8552,Rose,1,400,895
aa8553,Rose,1,340,634
aa8554,Rose,2,460,396
aa8555,Rose,2,40,102
aa8556,Rose,2,770,195
aa8557,Rose,2,120,337
aa8558,Rose,1,130,515
aa8559,Rose,2,100,684
aa8560,Rose,2,570,408
aa8561,Rose,2,460,156
aa8562,Rose,1,600,787
aa8563,Rose,2,500,694
aa8564,Rose,2,380,239
aa8565,Rose,1,530,146
aa8566,Rose,2,670,133
aa8567,Rose,1,50,88
aa8568,Rose,2,930,566
aa8569,Rose,2,530,427
aa8570,Rose,2,620,830
aa8571,Rose,1,360,855
aa8572,Rose,2,140,238
aa8573,Rose,2,960,136
aa8574,Rose,2,590,5
aa8575,Rose,1,210,642
aa8576,Rose,1,280,900
aa8577,Rose,2,360,565
aa8578,Rose,1,70,143
aa8579,Rose,1,270,87
aa8580,Rose,2,760,380
aa8581,Rose,1,450,759
aa8582,Rose,1,350,360
aa8583,Rose,1,220,519
aa8584,Rose,1,950,841
aa8585,Rose,2,430,698
aa8586,Rose,2,690,444
aa8587,Rose,2,960,500
aa8588,Rose,2,40,40
aa8589,Rose,1,730,233
aa8590,Rose,2,60,867
aa8591,Rose,1,890,237
aa8592,Rose,1,460,597
aa8593,Rose,1,920,607
aa8594,Rose,1,1000,234
aa8595,Rose,2,10,990
aa8596,Rose,1,480,771
aa8597,Rose,1,660,353
aa8598,Rose,2,160,156
aa8599,Rose,1,970,732
aa8600,Rose,2,460,433
aa8601,Rose,1,250,535
aa8602,Rose,1,920,707
aa8603,Rose,1,350,449
aa8604,Rose,2,430,528
aa8605,Rose,1,420,118
aa8606,Rose,2,470,959
aa8607,Rose,1,920,844
aa8608,Rose,2,270,629
aa8609,Rose,1,420,908
aa8610,Rose,2,360,379
aa8611,Rose,1,840,260
aa8612,Rose,2,770,81
aa8613,Rose,2,600,307
aa8614,Rose,1,610,225
aa8615,Rose,2,70,436
aa8616,Rose,1,890,502
aa8617,Rose,1,410,726
aa8618,Rose,2,140,620
aa8619,Rose,2,390,518
aa8620,Rose,1,30,852
aa8621,Rose,2,440,620
aa8622,Rose,1,70,373
aa8623,Rose,1,780,231
aa8624,Rose,1,460,327
aa8625,Rose,2,370,782
aa8626,Rose,1,490,55
aa8627,Rose,2,790,148
aa8628,Rose,2,530,955
aa8629,Rose,1,390,252
aa8630,Rose,1,950,676
aa8631,Rose,1,480,18
aa8632,Rose,2,860,434
aa8633,Rose,2,630,294
aa8634,Rose,2,810,762
aa8635,Rose,1,180,427
aa8636,Rose,1,340,982
aa8637,Rose,2,590,215
aa8638,Rose,2,120,730
aa8639,Rose,2,920,857
aa8640,Rose,1,970,508
aa8641,Rose,2,310,846
aa8642,Rose,1,160,225
aa8643,Rose,1,310,660
aa8644,Rose,2,920,271
aa8645,Rose,1,480,876
aa8646,Rose,2,520,707
aa8647,Rose,1,940,501
aa8648,Rose,2,880,475
aa8649,Rose,2,350,748
aa8650,Rose,2,310,794
aa8651,Rose,2,140,523
aa8652,Rose,1,310,914
aa8653,Rose,1,150,524
aa8654,Rose,1,670,796
aa8655,Rose,1,230,544
aa8656,Rose,1,90,191
aa8657,Rose,1,710,531
aa8658,Rose,2,90,819
aa8659,Rose,1,310,976
aa8660,Rose,1,430,298
aa8661,Rose,1,770,196
aa8662,Rose,2,870,104
aa8663,Rose,1,940,771
aa8664,Rose,1,850,439
aa8665,Rose,1,90,195
aa8666,Rose,1,720,610
aa8667,Rose,1,580,418
aa8668,Rose,2,540,659
aa8669,Rose,1,380,793
aa8670,Rose,2,260,331
aa8671,Rose,2,470,918
aa8672,Rose,2,140,670
aa8673,Rose,1,320,340
aa8674,Rose,2,350,190
aa8675,Rose,1,750,383
aa8676,Rose,1,70,318
aa8677,Rose,2,540,620
aa8678,Rose,2,290,196
aa8679,Rose,1,900,629
aa8680,Rose,1,840,689
aa8681,Rose,1,90,856
aa8682,Rose,1,680,602
aa8683,Rose,1,630,530
aa8684,Rose,2,750,779
aa8685,Rose,2,710,424
aa8686,Rose,1,720,824
aa8687,Rose,1,400,654
aa8688,Rose,2,380,828
aa8689,Rose,2,100,46
aa8690,Rose,2,620,468
aa8691,Rose,1,290,264
aa8692,Rose,1,30,595
aa8693,Rose,2,140,693
aa8694,Rose,1,350,148
aa8695,Rose,2,750,641
aa8696,Rose,1,870,491
aa8697,Rose,1,580,668
aa8698,Rose,2,70,954
aa8699,Rose,1,80,547
aa8700,Rose,1,80,861
