Cl.Ord.ID,Instrument,Side,Quantity,Price
aa2208,Rose,1,450,334
aa2209,Rose,2,340,562
aa2210,Rose,1,490,933
aa2211,Rose,1,340,275
aa2212,Rose,2,420,387
aa2213,Rose,2,360,64
aa2214,Rose,1,900,506
aa2215,Rose,1,610,239
aa2216,Rose,2,510,749
aa2217,Rose,2,480,564
aa2218,Rose,2,970,257
aa2219,Rose,2,610,179
aa2220,Rose,1,560,585
aa2221,Rose,2,130,398
aa2222,Rose,2,570,638
aa2223,Rose,1,70,88
aa2224,Rose,2,640,109
aa2225,Rose,1,440,867
aa2226,Rose,1,810,395
aa2227,Rose,2,80,733
aa2228,Rose,2,180,148
aa2229,Rose,2,620,287
aa2230,Rose,2,950,8
aa2231,Rose,2,970,71
aa2232,Rose,2,510,983
aa2233,Rose,2,890,927
aa2234,Rose,2,590,37
aa2235,Rose,2,230,610
aa2236,Rose,1,620,977
aa2237,Rose,2,560,515
aa2238,Rose,1,180,677
aa2239,Rose,1,50,867
aa2240,Rose,1,520,690
aa2241,Rose,1,50,922
aa2242,Rose,1,140,760
aa2243,Rose,1,300,588
aa2244,Rose,2,370,90
aa2245,Rose,1,310,226
aa2246,Rose,1,920,177
aa2247,Rose,1,460,103
aa2248,Rose,2,150,756
aa2249,Rose,1,660,787
aa2250,Rose,1,80,290
aa2251,Rose,1,760,297
aa2252,Rose,2,930,813
aa2253,Rose,2,790,282
aa2254,Rose,1,150,986
aa2255,Rose,2,230,534
aa2256,Rose,1,900,966
aa2257,Rose,1,460,485
aa2258,Rose,2,350,943
aa2259,Rose,1,920,877
aa2260,Rose,1,510,793
aa2261,Rose,1,160,932
aa2262,Rose,2,300,338
aa2263,Rose,1,500,428
aa2264,Rose,2,50,908
aa2265,Rose,2,320,391
aa2266,Rose,2,930,230
aa2267,Rose,2,720,778
aa2268,Rose,2,70,23
aa2269,Rose,1,210,60
aa2270,Rose,2,90,652
aa2271,Rose,2,360,796
aa2272,Rose,2,680,193
aa2273,Rose,2,270,520
aa2274,Rose,2,670,235
aa2275,Rose,1,330,113
aa2276,Rose,2,30,636
aa2277,Rose,2,240,142
aa2278,Rose,2,160,972
aa2279,Rose,1,310,373
aa2280,Rose,2,300,368
aa2281,Rose,1,230,566
aa2282,Rose,2,290,223
aa2283,Rose,2,40,346
aa2284,Rose,2,220,187
aa2285,Rose,1,560,330
aa2286,Rose,1,700,534
aa2287,Rose,2,660,211
aa2288,Rose,1,290,512
aa2289,Rose,1,720,545
aa2290,Rose,2,100,497
aa2291,Rose,2,720,103
aa2292,Rose,1,720,336
aa2293,Rose,2,630,511
aa2294,Rose,1,660,725
aa2295,Rose,2,950,668
aa2296,Rose,2,470,179
aa2297,Rose,1,60,59
aa2298,Rose,2,650,356
aa2299,Rose,2,340,451
aa2300,Rose,2,300,131
aa2301,Rose,2,1000,295
aa2302,Rose,1,720,815
aa2303,Rose,2,680,964
aa2304,Rose,2,820,306
aa2305,Rose,2,10,308
aa2306,Rose,1,670,881
aa2307,Rose,2,670,974
aa2308,Rose,2,460,843
aa2309,Rose,2,380,35
aa2310,Rose,1,400,697
aa2311,Rose,2,230,554
aa2312,Rose,2,380,606
aa2313,Rose,1,910,945
aa2314,Rose,1,60,828
aa2315,Rose,1,470,380
aa2316,Rose,1,660,527
aa2317,Rose,1,830,275
aa2318,Rose,1,570,351
aa2319,Rose,2,270,755
aa2320,Rose,2,960,340
aa2321,Rose,2,680,37
aa2322,Rose,2,20,18
aa2323,Rose,1,540,559
aa2324,Rose,1,40,555
aa2325,Rose,1,430,273
aa2326,Rose,2,470,6
aa2327,Rose,1,890,475
aa2328,Rose,2,250,667
aa2329,Rose,2,720,503
aa2330,Rose,2,400,46
aa2331,Rose,2,1000,825
aa2332,Rose,2,70,955
aa2333,Rose,2,680,692
aa2334,Rose,1,80,612
aa2335,Rose,1,490,332
aa2336,Rose,2,70,174
aa2337,Rose,2,710,92
aa2338,Rose,2,740,122
aa2339,Rose,2,80,946
aa2340,Rose,2,420,255
aa2341,Rose,1,390,48
aa2342,Rose,2,540,15
aa2343,Rose,1,620,633
aa2344,Rose,1,610,117
aa2345,Rose,2,120,130
aa2346,Rose,2,210,575
aa2347,Rose,1,520,206
aa2348,Rose,2,70,55
aa2349,Rose,2,1000,259
aa2350,Rose,2,400,505
aa2351,Rose,1,630,754
aa2352,Rose,2,180,948
aa2353,Rose,1,100,116
aa2354,Rose,1,610,180
aa2355,Rose,1,400,952
aa2356,Rose,1,610,378
aa2357,Rose,2,890,165
aa2358,Rose,1,310,398
aa2359,Rose,1,580,590
aa2360,Rose,1,30,740
aa2361,Rose,2,730,621
aa2362,Rose,1,590,714
aa2363,Rose,1,490,63
aa2364,Rose,1,50,357
aa2365,Rose,2,850,491
aa2366,Rose,1,650,965
aa2367,Rose,1,350,920
aa2368,Rose,2,470,396
aa2369,Rose,1,590,712
aa2370,Rose,1,330,971
aa2371,Rose,2,680,701
aa2372,Rose,2,500,901
aa2373,Rose,1,140,197
aa2374,Rose,2,890,293
aa2375,Rose,2,800,767
aa2376,Rose,2,480,146
aa2377,Rose,2,860,91
aa2378,Rose,2,660,68
aa2379,Rose,2,10,862
aa2380,Rose,2,210,879
aa2381,Rose,2,990,888
aa2382,Rose,2,780,225
aa2383,Rose,1,410,330
aa2384,Rose,1,830,861
aa2385,Rose,2,600,402
aa2386,Rose,2,290,548
aa2387,Rose,1,680,405
aa2388,Rose,2,870,1
aa2389,Rose,2,380,657
aa2390,Rose,1,870,523
aa2391,Rose,1,330,225
aa2392,Rose,2,540,975
aa2393,Rose,1,970,884
aa2394,Rose,1,330,537
aa2395,Rose,2,180,126
aa2396,Rose,1,130,143
aa2397,Rose,1,220,673
aa2398,Rose,2,680,684
aa2399,Rose,1,720,805
aa2400,Rose,2,480,510
aa2401,Rose,2,290,114
aa2402,Rose,2,460,372
aa2403,Rose,2,1000,128
aa2404,Rose,1,730,577
aa2405,Rose,2,210,462
aa2406,Rose,2,520,746
aa2407,Rose,2,290,361
aa2408,Rose,2,350,456
aa2409,Rose,2,460,219
aa2410,Rose,2,500,873
aa2411,Rose,1,210,432
aa2412,Rose,1,770,418
aa2413,Rose,1,870,632
aa2414,Rose,1,780,452
aa2415,Rose,2,930,584
aa2416,Rose,2,300,863
aa2417,Rose,1,270,155
aa2418,Rose,1,740,542
aa2419,Rose,1,880,980
aa2420,Rose,1,410,211
aa2421,Rose,2,600,663
aa2422,Rose,2,490,973
aa2423,Rose,2,490,253
aa2424,Rose,1,240,416
aa2425,Rose,1,950,943
aa2426,Rose,1,330,326
aa2427,Rose,1,720,431
aa2428,Rose,1,140,976
aa2429,Rose,1,690,154
aa2430,Rose,2,350,403
aa2431,Rose,1,320,695
aa2432,Rose,2,740,104
aa2433,Rose,1,870,940
aa2434,Rose,2,850,429
aa2435,Rose,1,130,91
aa2436,Rose,1,950,216
aa2437,Rose,1,730,54
aa2438,Rose,1,490,985
aa2439,Rose,2,20,229
aa2440,Rose,1,390,975
aa2441,Rose,1,210,423
aa2442,Rose,2,310,679
aa2443,Rose,1,410,427
aa2444,Rose,1,860,75
aa2445,Rose,1,250,125
aa2446,Rose,1,120,573
aa2447,Rose,2,380,769
aa2448,Rose,1,790,765
aa2449,Rose,1,500,872
aa2450,Rose,2,260,750
aa2451,Rose,1,270,809
aa2452,Rose,1,690,213
aa2453,Rose,1,340,192
aa2454,Rose,1,190,840
aa2455,Rose,1,280,292
aa2456,Rose,1,380,370
aa2457,Rose,1,350,607
aa2458,Rose,2,950,359
aa2459,Rose,1,550,461
aa2460,Rose,1,20,680
aa2461,Rose,1,480,703
aa2462,Rose,2,640,75
aa2463,Rose,2,420,947
aa2464,Rose,1,660,710
aa2465,Rose,1,840,845
aa2466,Rose,2,840,408
aa2467,Rose,2,970,153
aa2468,Rose,1,300,97
aa2469,Rose,2,180,319
aa2470,Rose,2,370,431
aa2471,Rose,2,130,886
aa2472,Rose,1,670,208
aa2473,Rose,1,740,581
aa2474,Rose,2,430,754
aa2475,Rose,1,270,758
aa2476,Rose,2,730,798
aa2477,Rose,2,10,661
aa2478,Rose,1,700,229
aa2479,Rose,1,570,240
aa2480,Rose,2,670,428
aa2481,Rose,2,250,774
aa2482,Rose,2,810,164
aa2483,Rose,2,830,278
aa2484,Rose,2,770,554
aa2485,Rose,1,420,879
aa2486,Rose,2,720,97
aa2487,Rose,2,570,661
aa2488,Rose,1,120,350
aa2489,Rose,2,870,709
aa2490,Rose,2,150,104
aa2491,Rose,1,260,13
aa2492,Rose,2,520,167
aa2493,Rose,2,740,888
aa2494,Rose,1,540,830
aa2495,Rose,1,70,603
aa2496,Rose,1,120,535
aa2497,Rose,1,680,523
aa2498,Rose,2,600,601
aa2499,Rose,1,470,764
aa2500,Rose,1,320,330
aa2501,Rose,1,240,33
aa2502,Rose,1,140,49
aa2503,Rose,2,170,179
aa2504,Rose,1,1000,166
aa2505,Rose,2,30,124
aa2506,Rose,1,460,200
aa2507,Rose,2,710,227
aa2508,Rose,2,250,206
aa2509,Rose,2,160,769
aa2510,Rose,1,20,539
aa2511,Rose,2,290,93
aa2512,Rose,2,890,941
aa2513,Rose,2,850,781
aa2514,Rose,1,160,405
aa2515,Rose,2,420,32
aa2516,Rose,2,940,807
aa2517,Rose,2,710,773
aa2518,Rose,2,610,862
aa2519,Rose,1,970,856
aa2520,Rose,1,940,792
aa2521,Rose,1,390,115
aa2522,Rose,2,90,360
aa2523,Rose,1,280,37
aa2524,Rose,1,820,855
aa2525,Rose,2,670,971
aa2526,Rose,1,350,939
aa2527,Rose,1,630,962
aa2528,Rose,2,130,286
aa2529,Rose,2,490,636
aa2530,Rose,1,950,384
aa2531,Rose,1,830,719
aa2532,Rose,2,990,176
aa2533,Rose,1,290,928
aa2534,Rose,1,880,448
aa2535,Rose,1,690,194
aa2536,Rose,2,850,963
aa2537,Rose,2,600,699
aa2538,Rose,2,570,850
aa2539,Rose,2,240,424
aa2540,Rose,1,260,96
aa2541,Rose,2,410,473
aa2542,Rose,2,750,482
aa2543,Rose,1,400,767
aa2544,Rose,1,390,259
aa2545,Rose,1,1000,347
aa2546,Rose,1,1000,595
aa2547,Rose,2,210,828
aa2548,Rose,2,260,68
aa2549,Rose,2,930,429
aa2550,Rose,2,270,439
aa2551,Rose,1,110,681
aa2552,Rose,1,540,682
aa2553,Rose,1,970,503
aa2554,Rose,2,840,38
aa2555,Rose,2,790,558
aa2556,Rose,2,740,435
aa2557,Rose,1,570,965
aa2558,Rose,2,130,927
aa2559,Rose,1,820,237
aa2560,Rose,2,970,92
aa2561,Rose,2,840,84
aa2562,Rose,1,710,194
aa2563,Rose,1,900,626
aa2564,Rose,1,770,990
aa2565,Rose,1,610,367
aa2566,Rose,2,110,138
aa2567,Rose,2,900,328
aa2568,Rose,1,1000,652
aa2569,Rose,2,470,178
aa2570,Rose,2,320,745
aa2571,Rose,1,290,309
aa2572,Rose,2,570,754
aa2573,Rose,1,60,155
aa2574,Rose,1,240,43
aa2575,Rose,2,690,760
aa2576,Rose,2,330,581
aa2577,Rose,2,220,328
aa2578,Rose,1,950,168
aa2579,Rose,1,200,706
aa2580,Rose,2,340,739
aa2581,Rose,1,270,630
aa2582,Rose,2,700,359
aa2583,Rose,1,860,810
aa2584,Rose,2,370,890
aa2585,Rose,2,620,928
aa2586,Rose,1,440,85
aa2587,Rose,1,560,32
aa2588,Rose,1,140,272
aa2589,Rose,1,450,84
aa2590,Rose,1,920,757
aa2591,Rose,2,990,93
aa2592,Rose,2,580,821
aa2593,Rose,2,170,916
aa2594,Rose,2,450,959
aa2595,Rose,2,340,532
aa2596,Rose,2,550,475
aa2597,Rose,1,860,693
aa2598,Rose,2,540,492
aa2599,Rose,2,980,94
aa2600,Rose,2,850,768
aa2601,Rose,1,300,487
aa2602,Rose,1,390,190
aa2603,Rose,2,670,127
aa2604,Rose,1,780,285
aa2605,Rose,2,450,480
aa2606,Rose,1,60,34
aa2607,Rose,2,400,387
aa2608,Rose,1,760,518
aa2609,Rose,1,640,653
aa2610,Rose,2,420,455
aa2611,Rose,2,220,998
aa2612,Rose,1,740,745
aa2613,Rose,2,940,338
aa2614,Rose,1,320,403
aa2615,Rose,1,960,543
aa2616,Rose,2,30,47
aa2617,Rose,1,240,546
aa2618,Rose,1,300,447
aa2619,Rose,2,420,644
aa2620,Rose,1,540,128
aa2621,Rose,1,430,31
aa2622,Rose,1,150,444
aa2623,Rose,2,150,449
aa2624,Rose,2,190,108
aa2625,Rose,1,240,365
aa2626,Rose,2,290,628
aa2627,Rose,2,660,13
aa2628,Rose,2,650,105
aa2629,Rose,2,420,132
aa2630,Rose,1,560,139
aa2631,Rose,1,450,253
aa2632,Rose,2,890,239
aa2633,Rose,1,850,462
aa2634,Rose,1,620,798
aa2635,Rose,2,850,237
aa2636,Rose,2,550,864
aa2637,Rose,1,1000,634
aa2638,Rose,2,570,44
aa2639,Rose,2,330,445
aa2640,Rose,1,470,951
aa2641,Rose,1,920,46
aa2642,Rose,1,810,928
aa2643,Rose,1,30,779
aa2644,Rose,2,600,526
aa2645,Rose,2,810,464
aa2646,Rose,1,770,700
aa2647,Rose,1,940,776
aa2648,Rose,2,510,876
aa2649,Rose,2,540,885
aa2650,Rose,1,180,511
aa2651,Rose,1,430,483
aa2652,Rose,2,930,748
aa2653,Rose,1,780,882
aa2654,Rose,2,520,19
aa2655,Rose,2,370,888
aa2656,Rose,2,270,358
aa2657,Rose,2,580,606
aa2658,Rose,2,780,425
aa2659,Rose,2,370,534
aa2660,Rose,1,10,82
aa2661,Rose,1,930,958
aa2662,Rose,2,380,836
aa2663,Rose,2,610,266
aa2664,Rose,2,980,764
aa2665,Rose,2,270,718
aa2666,Rose,1,390,431
aa2667,Rose,2,640,677
aa2668,Rose,2,270,721
aa2669,Rose,1,630,298
aa2670,Rose,1,620,512
aa2671,Rose,1,620,302
aa2672,Rose,2,900,957
aa2673,Rose,1,530,259
aa2674,Rose,1,430,71
aa2675,Rose,1,900,339
aa2676,Rose,2,140,837
aa2677,Rose,1,820,837
aa2678,Rose,2,250,448
aa2679,Rose,1,140,883
aa2680,Rose,1,90,656
aa2681,Rose,2,510,998
aa2682,Rose,2,270,334
aa2683,Rose,1,130,355
aa2684,Rose,1,330,629
aa2685,Rose,1,370,127
aa2686,Rose,1,120,344
aa2687,Rose,1,970,211
aa2688,Rose,2,60,596
aa2689,Rose,1,300,423
aa2690,Rose,2,610,256
aa2691,Rose,2,870,850
aa2692,Rose,2,720,407
aa2693,Rose,2,230,910
aa2694,Rose,1,920,687
aa2695,Rose,2,920,149
aa2696,Rose,1,370,367
aa2697,Rose,2,170,727
aa2698,Rose,2,610,634
aa2699,Rose,1,320,936
aa2700,Rose,2,390,587
aa2701,Rose,2,310,989
aa2702,Rose,1,200,377
aa2703,Rose,2,950,945
aa2704,Rose,2,700,765
aa2705,Rose,2,270,377
aa2706,Rose,2,860,11
aa2707,Rose,1,560,736
aa2708,Rose,2,610,843
aa2709,Rose,1,990,603
aa2710,Rose,1,790,114
aa2711,Rose,2,190,935
aa2712,Rose,2,530,408
aa2713,Rose,1,400,809
aa2714,Rose,2,690,538
aa2715,Rose,2,190,872
aa2716,Rose,1,60,176
aa2717,Rose,2,760,375
aa2718,Rose,2,650,655
aa2719,Rose,1,630,159
aa2720,Rose,2,370,145
aa2721,Rose,1,340,205
aa2722,Rose,2,1000,347
aa2723,Rose,2,300,811
aa2724,Rose,2,920,37
aa2725,Rose,1,190,411
aa2726,Rose,2,60,429
aa2727,Rose,1,480,602
aa2728,Rose,1,870,557
aa2729,Rose,2,370,77
aa2730,Rose,1,390,40
aa2731,Rose,2,660,251
aa2732,Rose,1,120,983
aa2733,Rose,1,880,641
aa2734,Rose,1,960,1
aa2735,Rose,2,420,965
aa2736,Rose,2,490,175
aa2737,Rose,2,550,217
aa2738,Rose,1,620,755
aa2739,Rose,1,120,169
aa2740,Rose,2,80,688
aa2741,Rose,2,250,771
aa2742,Rose,2,460,249
aa2743,Rose,2,180,172
aa2744,Rose,1,840,544
aa2745,Rose,2,990,691
aa2746,Rose,2,430,201
aa2747,Rose,2,470,964
aa2748,Rose,2,340,531
aa2749,Rose,1,900,783
aa2750,Rose,1,120,188
aa2751,Rose,2,260,669
aa2752,Rose,2,50,450
aa2753,Rose,2,680,990
aa2754,Rose,1,970,651
aa2755,Rose,1,350,582
aa2756,Rose,2,630,411
aa2757,Rose,1,990,8
aa2758,Rose,2,560,151
aa2759,Rose,2,140,175
aa2760,Rose,1,860,268
aa2761,Rose,1,810,456
aa2762,Rose,2,860,723
aa2763,Rose,1,970,988
aa2764,Rose,2,920,443
aa2765,Rose,2,870,814
aa2766,Rose,1,30,86
aa2767,Rose,1,360,233
aa2768,Rose,1,130,78
aa2769,Rose,1,730,599
aa2770,Rose,2,20,3
aa2771,Rose,1,580,184
aa2772,Rose,2,970,704
aa2773,Rose,2,270,779
aa2774,Rose,2,590,122
aa2775,Rose,2,190,934
aa2776,Rose,2,860,53
aa2777,Rose,2,880,932
aa2778,Rose,1,70,87
aa2779,Rose,2,740,551
aa2780,Rose,1,820,667
aa2781,Rose,2,890,85
aa2782,Rose,1,630,187
aa2783,Rose,1,610,550
aa2784,Rose,1,50,215
aa2785,Rose,2,270,828
aa2786,Rose,2,710,712
aa2787,Rose,1,720,357
aa2788,Rose,1,260,902
aa2789,Rose,2,890,13
aa2790,Rose,1,570,645
aa2791,Rose,2,440,30
aa2792,Rose,1,80,613
aa2793,Rose,2,490,739
aa2794,Rose,1,110,565
aa2795,Rose,2,840,982
aa2796,Rose,2,80,632
aa2797,Rose,2,440,725
aa2798,Rose,1,270,180
aa2799,Rose,2,710,181
aa2800,Rose,1,620,829
aa2801,Rose,1,590,150
aa2802,Rose,1,620,384
aa2803,Rose,2,530,728
aa2804,Rose,2,270,362
aa2805,Rose,2,870,24
aa2806,Rose,1,360,773
aa2807,Rose,2,420,402
aa2808,Rose,1,850,819
aa2809,Rose,1,130,700
aa2810,Rose,2,460,489
aa2811,Rose,2,860,307
aa2812,Rose,1,670,540
aa2813,Rose,1,910,872
aa2814,Rose,1,130,216
aa2815,Rose,2,480,86
aa2816,Rose,2,450,594
aa2817,Rose,1,100,989
aa2818,Rose,1,610,946
aa2819,Rose,1,240,639
aa2820,Rose,2,770,527
aa2821,Rose,1,560,279
aa2822,Rose,1,790,181
aa2823,Rose,1,720,31
aa2824,Rose,2,980,89
aa2825,Rose,2,880,925
aa2826,Rose,2,810,529
aa2827,Rose,2,740,190
aa2828,Rose,1,490,697
aa2829,Rose,2,350,452
aa2830,Rose,2,820,105
aa2831,Rose,2,190,633
aa2832,Rose,2,220,788
aa2833,Rose,1,1000,23
aa2834,Rose,1,270,7
aa2835,Rose,2,260,423
aa2836,Rose,2,320,659
aa2837,Rose,1,900,311
aa2838,Rose,2,350,797
aa2839,Rose,1,450,93
aa2840,Rose,2,400,72
aa2841,Rose,2,880,84
aa2842,Rose,2,330,979
aa2843,Rose,1,60,225
aa2844,Rose,2,10,530
aa2845,Rose,1,420,858
aa2846,Rose,1,180,869
aa2847,Rose,2,90,222
aa2848,Rose,1,530,493
aa2849,Rose,2,130,131
aa2850,Rose,1,420,872
aa2851,Rose,2,450,742
aa2852,Rose,1,470,4
aa2853,Rose,1,800,653
aa2854,Rose,1,650,80
aa2855,Rose,1,60,693
aa2856,Rose,1,70,279
aa2857,Rose,2,90,563
aa2858,Rose,2,260,601
aa2859,Rose,2,390,76
aa2860,Rose,2,80,219
aa2861,Rose,1,390,877
aa2862,Rose,2,50,154
aa2863,Rose,1,530,577
aa2864,Rose,2,760,330
aa2865,Rose,2,540,812
aa2866,Rose,2,260,662
aa2867,Rose,2,540,863
aa2868,Rose,2,370,722
aa2869,Rose,1,110,680
aa2870,Rose,1,830,397
aa2871,Rose,1,570,578
aa2872,Rose,2,390,148
aa2873,Rose,1,360,789
aa2874,Rose,2,800,540
aa2875,Rose,1,200,538
aa2876,Rose,1,310,167
aa2877,Rose,2,480,191
aa2878,Rose,1,730,93
aa2879,Rose,1,950,710
aa2880,Rose,2,370,211
aa2881,Rose,1,930,207
aa2882,Rose,1,680,39
aa2883,Rose,2,320,451
aa2884,Rose,1,360,459
aa2885,Rose,1,130,367
aa2886,Rose,2,70,967
aa2887,Rose,1,220,832
aa2888,Rose,2,60,454
aa2889,Rose,2,110,143
aa2890,Rose,2,760,589
aa2891,Rose,2,410,915
aa2892,Rose,1,990,985
aa2893,Rose,1,120,173
aa2894,Rose,1,180,898
aa2895,Rose,1,720,656
aa2896,Rose,2,890,758
aa2897,Rose,2,890,436
aa2898,Rose,1,910,865
aa2899,Rose,1,870,574
aa2900,Rose,2,440,929
aa2901,Rose,1,590,93
aa2902,Rose,1,980,241
aa2903,Rose,2,190,965
aa2904,Rose,1,810,134
aa2905,Rose,2,220,210
aa2906,Rose,2,150,300
aa2907,Rose,1,810,846
aa2908,Rose,1,30,991
aa2909,Rose,2,150,516
aa2910,Rose,2,30,674
aa2911,Rose,2,490,908
aa2912,Rose,2,490,214
aa2913,Rose,2,410,536
aa2914,Rose,2,900,186
aa2915,Rose,1,760,502
aa2916,Rose,1,520,659
aa2917,Rose,1,390,539
aa2918,Rose,1,780,233
aa2919,Rose,1,50,73
aa2920,Rose,1,310,115
aa2921,Rose,2,430,407
aa2922,Rose,1,110,41
aa2923,Rose,1,690,308
aa2924,Rose,2,140,582
aa2925,Rose,2,530,859
aa2926,Rose,1,590,106
aa2927,Rose,2,420,351
aa2928,Rose,2,890,926
aa2929,Rose,1,830,804
aa2930,Rose,1,480,457
aa2931,Rose,1,500,366
aa2932,Rose,2,810,564
aa2933,Rose,1,160,669
aa2934,Rose,2,300,319
aa2935,Rose,2,850,543
aa2936,Rose,1,300,652
aa2937,Rose,1,340,118
aa2938,Rose,2,920,670
aa2939,Rose,2,900,816
aa2940,Rose,2,640,868
aa2941,Rose,1,580,408
aa2942,Rose,2,130,210
aa2943,Rose,1,380,100
aa2944,Rose,1,300,932
aa2945,Rose,1,670,501
aa2946,Rose,1,710,571
aa2947,Rose,1,560,861
aa2948,Rose,1,330,19
aa2949,Rose,2,280,528
aa2950,Rose,2,420,503
aa2951,Rose,2,560,776
aa2952,Rose,1,690,933
aa2953,Rose,2,40,135
aa2954,Rose,1,190,210
aa2955,Rose,2,330,447
aa2956,Rose,2,760,722
aa2957,Rose,2,180,843
aa2958,Rose,1,690,930
aa2959,Rose,1,110,66
aa2960,Rose,1,480,317
aa2961,Rose,2,1000,308
aa2962,Rose,2,600,266
aa2963,Rose,2,830,700
aa2964,Rose,1,590,895
aa2965,Rose,2,790,711
aa2966,Rose,1,650,389
aa2967,Rose,1,600,627
aa2968,Rose,2,960,747
aa2969,Rose,1,970,35
aa2970,Rose,1,80,12
aa2971,Rose,1,530,1000
aa2972,Rose,1,80,328
aa2973,Rose,2,980,113
aa2974,Rose,1,790,291
aa2975,Rose,2,150,868
aa2976,Rose,2,170,449
aa2977,Rose,2,300,182
aa2978,Rose,1,110,980
aa2979,Rose,1,760,51
aa2980,Rose,1,500,315
aa2981,Rose,2,800,700
aa2982,Rose,2,650,845
aa2983,Rose,2,160,335
aa2984,Rose,1,50,873
aa2985,Rose,1,390,256
aa2986,Rose,1,70,315
aa2987,Rose,2,770,978
aa2988,Rose,2,270,288
aa2989,Rose,1,540,666
aa2990,Rose,1,230,402
aa2991,Rose,2,610,675
aa2992,Rose,1,620,540
aa2993,Rose,1,790,206
aa2994,Rose,2,890,245
aa2995,Rose,1,460,450
aa2996,Rose,2,40,621
aa2997,Rose,1,630,986
aa2998,Rose,1,740,432
aa2999,Rose,1,50,821
aa3000,Rose,2,640,534
aa3001,Rose,2,710,500
aa3002,Rose,2,360,770
aa3003,Rose,2,950,862
aa3004,Rose,2,650,210
aa3005,Rose,1,980,276
aa3006,Rose,2,710,611
aa3007,Rose,2,460,653
aa3008,Rose,1,580,365
aa3009,Rose,1,220,294
aa3010,Rose,2,940,338
aa3011,Rose,2,370,428
aa3012,Rose,2,620,685
aa3013,Rose,1,20,164
aa3014,Rose,2,870,898
aa3015,Rose,1,70,204
aa3016,Rose,1,770,650
aa3017,Rose,2,80,794
aa3018,Rose,1,600,274
aa3019,Rose,2,830,267
aa3020,Rose,2,70,372
aa3021,Rose,1,330,840
aa3022,Rose,1,400,803
aa3023,Rose,2,760,963
aa3024,Rose,2,530,775
aa3025,Rose,1,820,840
aa3026,Rose,1,330,444
aa3027,Rose,2,450,360
aa3028,Rose,1,950,23
aa3029,Rose,1,420,150
aa3030,Rose,2,890,456
aa3031,Rose,1,700,825
aa3032,Rose,1,410,268
aa3033,Rose,2,350,738
aa3034,Rose,1,220,522
aa3035,Rose,2,310,397
aa3036,Rose,2,590,139
aa3037,Rose,2,300,507
aa3038,Rose,2,290,547
aa3039,Rose,1,500,878
aa3040,Rose,1,300,593
aa3041,Rose,1,200,126
aa3042,Rose,2,750,316
aa3043,Rose,2,630,110
aa3044,Rose,2,20,795
aa3045,Rose,1,130,415
aa3046,Rose,1,150,762
aa3047,Rose,2,540,589
aa3048,Rose,1,550,596
aa3049,Rose,1,870,904
aa3050,Rose,1,380,978
aa3051,Rose,2,720,209
aa3052,Rose,1,200,749
aa3053,Rose,2,660,267
aa3054,Rose,2,600,985
aa3055,Rose,2,480,273
aa3056,Rose,2,230,330
aa3057,Rose,2,480,829
aa3058,Rose,1,180,766
aa3059,Rose,2,820,484
aa3060,Rose,1,340,922
aa3061,Rose,1,760,157
aa3062,Rose,2,20,293
aa3063,Rose,1,670,663
aa3064,Rose,2,960,977
aa3065,Rose,2,240,793
aa3066,Rose,2,920,739
aa3067,Rose,2,250,499
aa3068,Rose,2,830,846
aa3069,Rose,1,370,633
aa3070,Rose,2,870,485
aa3071,Rose,2,680,585
aa3072,Rose,1,470,285
aa3073,Rose,1,890,775
aa3074,Rose,2,570,260
aa3075,Rose,1,920,454
aa3076,Rose,1,850,532
aa3077,Rose,1,570,304
aa3078,Rose,1,920,749
aa3079,Rose,1,590,901
aa3080,Rose,1,350,314
aa3081,Rose,2,490,792
aa3082,Rose,1,890,45
aa3083,Rose,2,620,939
aa3084,Rose,2,790,794
aa3085,Rose,1,870,253
aa3086,Rose,1,50,788
aa3087,Rose,1,810,415
aa3088,Rose,2,680,528
aa3089,Rose,2,710,535
aa3090,Rose,1,340,496
aa3091,Rose,2,280,702
aa3092,Rose,1,690,23
aa3093,Rose,1,950,250
aa3094,Rose,2,690,36
aa3095,Rose,2,350,19
aa3096,Rose,1,770,760
aa3097,Rose,1,460,364
aa3098,Rose,2,60,698
aa3099,Rose,1,960,932
aa3100,Rose,2,580,105
aa3101,Rose,1,190,346
aa3102,Rose,1,490,264
aa3103,Rose,2,210,699
aa3104,Rose,1,270,273
aa3105,Rose,2,160,747
aa3106,Rose,1,190,955
aa3107,Rose,1,470,889
aa3108,Rose,1,130,410
aa3109,Rose,2,520,846
aa3110,Rose,1,820,643
aa3111,Rose,1,760,368
aa3112,Rose,2,230,243
aa3113,Rose,1,940,721
aa3114,Rose,1,850,12
aa3115,Rose,2,360,365
aa3116,Rose,2,110,118
aa3117,Rose,2,50,108
aa3118,Rose,1,780,741
aa3119,Rose,2,150,80
aa3120,Rose,2,70,413
aa3121,Rose,1,790,336
aa3122,Rose,2,130,663
aa3123,Rose,2,450,727
aa3124,Rose,2,990,249
aa3125,Rose,1,390,715
aa3126,Rose,1,340,230
aa3127,Rose,1,700,812
aa3128,Rose,2,30,730
aa3129,Rose,1,770,64
aa3130,Rose,1,430,513
aa3131,Rose,2,110,841
aa3132,Rose,1,150,646
aa3133,Rose,1,490,296
aa3134,Rose,1,260,740
aa3135,Rose,2,990,584
aa3136,Rose,2,830,118
aa3137,Rose,1,50,996
